company,location,education,skills_description,job_type,salary,job_experience,job_role,exp_min,exp_max,exp_avg,primary_location,role_category,salary_category,skill_count,experience_level
Snaphunt,Gurugram,Postgraduate,"data analysis, data mining, artificial neural networks, python, r, predictive modeling, segmentation, machine learning",full-time,1903602.0,0-6,Junior Data Scientist,0,6,3.0,Gurugram,Data Scientist,15-20 LPA,8,Junior
EASY DATA ANALYTICS TECHNOLOGY PRIVATE LIMITED,Noida,Undergraduate,"Data Science, Hypothesis testing, Text mining, PowerBI, R, Tableau, GLM Algorithms, SQL",Not Specified,523046.0,6-8,Junior Data Scientist,6,8,7.0,Noida,Data Scientist,5-10 LPA,8,Senior
Huquo Consulting Pvt. Ltd,"Gurugram, Bengaluru",Undergraduate,"Machine Learning, Data Science, SAS, Data Scientist, Statistics, Analytics, SQL",full-time,1439995.0,5-6,Assistant Manager/Manager/Senior Manager - Data Scientist,5,6,5.5,Gurugram,Data Scientist,10-15 LPA,7,Senior
2Coms,"Mumbai, Mumbai",Undergraduate,"IT Skills, Java, Python, Machine Learning, Javascript, Data Scientist",contract,1397068.0,7-8,Data Scientist (freelance),7,8,7.5,Mumbai,Data Scientist,10-15 LPA,6,Senior
AutomationEdge,Pune,Undergraduate,"Training, deep learning, Backend, Linux, Artificial Intelligence, Machine learning, Transformers, Deployment",full-time,2059214.0,3-4,Data Scientist,3,4,3.5,Pune,Data Scientist,>20 LPA,8,Mid-Level
Liases Foras Real Estate Rating and Research Private Limited,Mumbai Suburban,Postgraduate,"python, sql, Hadoop Administration, Hive, Periscope, Spark, Machine Learning",Not Specified,2176509.0,7-8,Data Scientist,7,8,7.5,Mumbai Suburban,Data Scientist,>20 LPA,7,Senior
Groupon,Bengaluru,Postgraduate,"AWS services, Data Science, NLP, Neural Networks, Data Analysis, Data Mining, Machine Learning, Deep Learning",contract,1540005.0,5-7,Data Scientist II,5,7,6.0,Bengaluru,Data Scientist,15-20 LPA,8,Senior
ICAV Tech Pvt. Ltd.,Remote,Undergraduate,"Java, R, Python, IT Skills, Software Development, Testing, Quality Assurance, Javascript",contract,633476.0,1-7,Python Developer(Data Scientist),1,7,4.0,Remote,Data Scientist,5-10 LPA,8,Mid-Level
Liquiloans,Mumbai,Undergraduate,"Data Scientist, Data Science, Scipy, Pandas, Scikit-learn, Numpy, programming, implementation skills",contract,,2-5,Data Scientist,2,5,3.5,Mumbai,Data Scientist,,8,Mid-Level
TotalAI Systems India LLP,Remote,Undergraduate,"algorithms, Natural Language Processing, Deep Learning, IT Skills, Java, Python, Data Science, Tableau",full-time,2249252.0,3-6,Data Scientist,3,6,4.5,Remote,Data Scientist,>20 LPA,8,Mid-Level
IBM,Ahmedabad,Postgraduate,"data science, Machine learning, Cloud, Open source, Python, IT Skills, Software Development, Testing",contract,,4-6,Mid Level Data Scientist,4,6,5.0,Ahmedabad,Data Scientist,,8,Mid-Level
IBM,Kochi,Undergraduate,"Software design, Machine learning, Open source, SQL, Python, Analytical skills, Analytical, Artificial Intelligence",full-time,1600638.0,5-6,Data Scientist,5,6,5.5,Kochi,Data Scientist,15-20 LPA,8,Senior
SIBIA Analytics and Consulting Services Pvt Ltd,Kolkata,Not Specified,"Logistic Regression, MySQL, Natural Language Processing, Time Series, Python, sql, SQL queries, machine learning",full-time,965957.0,1-4,Data Scientist - Experienced/fresher | Kolkata,1,4,2.5,Kolkata,Data Scientist,5-10 LPA,8,Junior
Amdocs,Pune,Postgraduate,"deep learning, python, data science, machine learning, SQL, Communication Skills, artificial intelligence",full-time,2375718.0,2-4,Data Scientist,2,4,3.0,Pune,Data Scientist,>20 LPA,7,Junior
Ericsson Global Services,Kolkata,Postgraduate,"Bidding, Data management, PHP, Google AdWords, HTML, microsoft, Data mining, Statistics",contract,1091437.0,1-3,Service Delivery _ OSS _ Data Scientist,1,3,2.0,Kolkata,Data Scientist,10-15 LPA,8,Junior
Peoplefy Infosolutions Pvt. Ltd.,Pune,Not Specified,"Data Science, Artificial Intelligence, Machine Learning, IT Skills, Python, Predictive Modeling, Natural Language Processing",full-time,1589046.0,6-8,Urgent Opening For Senior Data Scientist Role (Pune),6,8,7.0,Pune,Data Scientist,15-20 LPA,7,Senior
Ocrolus East,Gurugram,Postgraduate,"Computer science, Automation, github, data science, Machine learning, Venture capital, Programming, Analytics",full-time,1714967.0,2-4,Senior Data Scientist,2,4,3.0,Gurugram,Data Scientist,15-20 LPA,8,Junior
fountain9,Mumbai,Postgraduate,"IT Skills, Machine Learning, SAN, Statistical analysis, French, big data analytics, OOPS, Data structures",full-time,2375042.0,4-5,Sr . Data Scientist / Data Scientist,4,5,4.5,Mumbai,Data Scientist,>20 LPA,8,Mid-Level
Evolent Health,Pune,Postgraduate,"Business Intelligence, IT Skills, Python, Testing, Credentialing, Medicare, Feedback, US Healthcare",contract,589363.0,0-6,Sr NLP & Text Mining Data Scientist,0,6,3.0,Pune,Data Scientist,5-10 LPA,8,Junior
Creative Hands HR Consultancy,"Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Vadodara",Undergraduate,"python, Machine Learning, Data Scientist, IT Skills, PHP, Artificial Intelligence, software testing, freshers",full-time,1179026.0,6-8,"Data Scientist/ Machine Learning, 2022 Passout Can also apply",6,8,7.0,Hyderabad,Data Scientist,10-15 LPA,8,Senior
techcarrot FZ LLC,Hyderabad,Undergraduate,"IT Skills, Python, Data Science, Machine Learning, Cloud, DevOps, Azure, SAN",full-time,1092762.0,5-7,Senior Data Scientist,5,7,6.0,Hyderabad,Data Scientist,10-15 LPA,8,Senior
Tridiagonal Solutions Pvt. Ltd.,Pune,Not Specified,"Relationship management, Mining, Computer science, Data management, Pharma, Consulting, Workflow, Data quality",full-time,1199468.0,7-8,Senior Data Scientist,7,8,7.5,Pune,Data Scientist,10-15 LPA,8,Senior
PayPal,Chennai,Undergraduate,"Unix, Operations research, SAS, Data management, Risk analytics, Project management, Data collection, Data mining",full-time,1844835.0,0-1,Data Scientist 1,0,1,0.5,Chennai,Data Scientist,15-20 LPA,8,Fresher
Muthoot Microfin,"Kochi, Ernakulam",Undergraduate,"Predictive Modeling, Business Intelligence, Power Bi, Business Analytics, SAS, Qlik Sense, Scripting Languages, Data Mining",contract,1160702.0,4-7,Data Scientist,4,7,5.5,Kochi,Data Scientist,10-15 LPA,8,Senior
PayU Payments,Gurugram,Postgraduate,"Pyspark, Fraud Modelling, Risk, Data Scientist, Python, SAS, predictive analytics, Big Data",contract,1271627.0,5-6,Data Scientist (Risk / Fraud Experience is must),5,6,5.5,Gurugram,Data Scientist,10-15 LPA,8,Senior
BNY Mellon,Pune,Undergraduate,"Training, advanced analytics, data science, Programming, Representative, Management, Financial services, Analytics",contract,399381.0,6-7,"Specialist, Data Scientist",6,7,6.5,Pune,Data Scientist,<5 LPA,8,Senior
Salesforce,Hyderabad,Undergraduate,"Data analysis, Production engineering, Machine learning, Salesforce.com, Open source, Analytics, SQL, Python",full-time,1556175.0,2-7,"Data Scientist, Enablement",2,7,4.5,Hyderabad,Data Scientist,15-20 LPA,8,Mid-Level
PayPal,Chennai,Undergraduate,"Computer science, Product engineering, data science, Project management, Consulting, Machine learning, Engineering Design, Financial services",full-time,986412.0,2-6,"Data Scientist, Product Analytics",2,6,4.0,Chennai,Data Scientist,5-10 LPA,8,Mid-Level
PayPal,Chennai,Postgraduate,"remediation, Data analysis, Project management, Analytical, Back office, linear regression, Analytics, Financial services",contract,1434875.0,1-6,Data Scientist,1,6,3.5,Chennai,Data Scientist,10-15 LPA,8,Mid-Level
PayPal,Chennai,Postgraduate,"Computer science, Statistical programming, Data modeling, Analytical, Machine learning, QlikView, Business intelligence, Financial services",full-time,303836.0,0-6,Data Scientist 1,0,6,3.0,Chennai,Data Scientist,<5 LPA,8,Junior
Impetus,Gurugram,Undergraduate,"Natural Language, Hive, NLP, Vision, Hyperparameter tuning, Data Wrangling, Machine learning, TensorFlow",contract,,4-7,Data Scientist,4,7,5.5,Gurugram,Data Scientist,,8,Senior
CHANGE LEADERS CONSULTING,"Hyderabad, Bengaluru",Undergraduate,"Logistic Regression, R programming, Python, Machine Learning, Statistical Modeling, analytical, advanced statistics, SQL",full-time,1995006.0,5-7,Sr. Associate - Data scientist -Affine.Ai,5,7,6.0,Hyderabad,Data Scientist,15-20 LPA,8,Senior
CHANGE LEADERS CONSULTING,"Hyderabad, Bengaluru",Undergraduate,"advanced statistics, Python, analytical, Statistical Modeling, R programming, Machine Learning, Logistic Regression, IT Skills",full-time,2270132.0,4-5,Sr. Associate - Data scientist -Affine.Ai,4,5,4.5,Hyderabad,Data Scientist,>20 LPA,8,Mid-Level
KWALEE INDIA PRIVATE LIMITED,Bengaluru,Undergraduate,"Data Science, Tensorflow, NoSQL, Data Management, Statistical Modeling, Data Analysis, Machine Learning, Deep Learning",full-time,582516.0,0-4,Junior Data Scientist,0,4,2.0,Bengaluru,Data Scientist,5-10 LPA,8,Junior
Huquo Consulting Pvt. Ltd,Gurugram,Postgraduate,"data analytics, Data Scientist, Machine Learning, Data analysis, python, SAS, data engineering, SQL",contract,2386869.0,3-5,Manager - Data Scientist - Analytics,3,5,4.0,Gurugram,Data Scientist,>20 LPA,8,Mid-Level
Hucon Solutions,Kolkata,Undergraduate,"data scientist, Data modeling, analytics, IT Skills, Cloud, R, Tableau, machine learning",full-time,2167751.0,1-2,Need immediate joiners - Data Scientist,1,2,1.5,Kolkata,Data Scientist,>20 LPA,8,Junior
TalentCo Search Pvt Ltd,Pune,Postgraduate,"end-to-end, EDA, visualizations, insights, monitoring, modelling, problem scoping, R",contract,858350.0,3-4,Lead Data Scientist - CPG/BFSI/Healthcare Domain,3,4,3.5,Pune,Data Scientist,5-10 LPA,8,Mid-Level
Career Infosystem,Noida,Not Specified,"Machine Learning, Predictive modeling, MongoDB, Spark, Python, Deep Learning stack, NLP, Hadoop",contract,2273631.0,6-8,Data Scientist - Machine Learning,6,8,7.0,Noida,Data Scientist,>20 LPA,8,Senior
Confidential,Hyderabad,Undergraduate,"software development, Data Mining, Machine Learning, Java, C#, Hadoop, communication, C++",full-time,1887515.0,2-5,Data Analyst/data Scientist - C++/c#/java,2,5,3.5,Hyderabad,Data Analyst,15-20 LPA,8,Mid-Level
Confidential,Hyderabad,Not Specified,"C#, Java, architecting, C++, software development, Data Scientist, Hadoop, Data Analysis",full-time,2072742.0,5-7,Data Analyst / Data Scientist - C++/c#/java,5,7,6.0,Hyderabad,Data Analyst,>20 LPA,8,Senior
Confidential,Hyderabad,Undergraduate,"Java, software development, Machine Learning, C++, Hadoop, Data Mining, communication, algorithms",contract,1607854.0,0-3,Data Analyst/ Data Scientist - C++/c#/java,0,3,1.5,Hyderabad,Data Analyst,15-20 LPA,8,Junior
SAP India Pvt.Ltd,Bengaluru,Undergraduate,"Python, IT Skills, Java, Data Science, Machine Learning, Cloud, SAP, Procurement",contract,,2-5,Senior AI Scientist - SAP Procurement Data Science Team,2,5,3.5,Bengaluru,Data Scientist,,8,Mid-Level
ALOIS TECHNOLOGIES LLP,"Pune, Bengaluru",Postgraduate,"computer vision, Machine Learning, Deep Learning, PowerPoint, VoTT, Git, CUDA, Keras",contract,660778.0,4-6,Data Scientist,4,6,5.0,Pune,Data Scientist,5-10 LPA,8,Mid-Level
Jobs Territory,"Bengaluru, Delhi NCR, Mumbai",Postgraduate,"Data Science, Data Analysis, NLP, Neural Networks, Data Mining, Machine Learning, AWS, Deep Learning",full-time,2229413.0,2-5,Data Scientist - Internet Jobs - II,2,5,3.5,Bengaluru,Data Scientist,>20 LPA,8,Mid-Level
Randstad India Private Limited,Bengaluru,Postgraduate,"Data science, Tableau, Python, SQL, Data scientist, Data Visualization",contract,529419.0,4-6,Data Scientist,4,6,5.0,Bengaluru,Data Scientist,5-10 LPA,6,Mid-Level
TAMCHERRY TECHNOLOGIES PRIVATE LIMITED,"Kochi, Bengaluru",Not Specified,"Big Data, Machine Learning, Python, IT Skills, Data Science, Cloud, AWS, Azure",contract,459144.0,0-7,Data Scientist,0,7,3.5,Kochi,Data Scientist,<5 LPA,8,Mid-Level
Aurigo Software Technologies Pvt Ltd,Bengaluru,Postgraduate,"Data Science, Natural Language Processing, Big Data, Python, IT Skills, Cassandra, Kafka, MongoDB",full-time,2275633.0,0-2,Data Scientist,0,2,1.0,Bengaluru,Data Scientist,>20 LPA,8,Fresher
Aidetic Software Pvt Ltd,Bengaluru,Undergraduate,"Data Science, Python, Opencv, Scipy, NLTK, Numpy, Tensorflow, Pytorch",full-time,1051629.0,2-5,Data Scientist,2,5,3.5,Bengaluru,Data Scientist,10-15 LPA,8,Mid-Level
TEOCO Software,Bengaluru,Undergraduate,"R, Alteryx, Statistics, SQL, Python",contract,2305402.0,3-5,Jr. Data Scientist,3,5,4.0,Bengaluru,Data Scientist,>20 LPA,5,Mid-Level
TrueView HR Consulting Pvt. Ltd,"Pune, Bengaluru",Undergraduate,"Data Science, IT Skills, Python, Testing, Machine Learning, Cloud, AWS, Tableau",full-time,801152.0,1-2,Senior Data Scientist,1,2,1.5,Pune,Data Scientist,5-10 LPA,8,Junior
Spencer N Hills Consulting Pvt Ltd,Bengaluru,Undergraduate,"advanced analytics, data science, machine learning, Python",full-time,871686.0,0-5,Senior Data Scientist - Global Product Organisation.,0,5,2.5,Bengaluru,Data Scientist,5-10 LPA,4,Junior
2Coms,"Bengaluru, Bangalore North",Postgraduate,"Tensorflow, Python, Caffe, MxNET, Keras, written communication, PyTorch, Agile",contract,,5-7,Data Scientist,5,7,6.0,Bengaluru,Data Scientist,,8,Senior
TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"Kolkata, Hyderabad, Pune, Chennai, Bengaluru, Delhi NCR",Not Specified,"Azure Machine Learning, Pandas, KNN, Regression, Azure ML, Matplotlib, Data science, Machine Learning",full-time,,2-4,Data Scientist,2,4,3.0,Kolkata,Data Scientist,,8,Junior
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bengaluru,Undergraduate,"Data Scientist, Machine Learning, Python",contract,,0-5,Data Scientist,0,5,2.5,Bengaluru,Data Scientist,,3,Junior
Encora,Bengaluru,Undergraduate,"Python, Neural Networks, Regression Analysis, Pytorch, R, Scikit, Bayesian Networks, K - means",contract,2343481.0,0-3,Data Scientist,0,3,1.5,Bengaluru,Data Scientist,>20 LPA,8,Junior
TALENT500 TECH (INDIA) PRIVATE LIMITED,Bengaluru,Postgraduate,Machine Learning,contract,1532847.0,1-6,Data Scientist | Zipcar,1,6,3.5,Bengaluru,Data Scientist,15-20 LPA,1,Mid-Level
Contactx India,Bengaluru,Postgraduate,"AWS, Lambda, Cloud formation, ETL, R Programming, Python, API Gateway, Azure DevOps",contract,,5-7,Data Scientist,5,7,6.0,Bengaluru,Data Scientist,,8,Senior
IBM,Bengaluru,Not Specified,"Computer science, Enterprise applications, Open source, Analytics, SQL, Computer languages, Simulation, Debugging",contract,961472.0,0-4,Data Scientist: Artificial Intelligence,0,4,2.0,Bengaluru,Data Scientist,5-10 LPA,8,Junior
IBM,Bengaluru,Postgraduate,"Unix, VMware, Networking, Virtualization, SQL, IT Skills, Python, Machine Learning",contract,940347.0,1-3,Data Scientist,1,3,2.0,Bengaluru,Data Scientist,5-10 LPA,8,Junior
NSE.IT Ltd,Mumbai,Undergraduate,"CNN, deep AI, Python, keras, tensorflow, machine learning, LSTM, NLP",full-time,1612221.0,0-2,Data Scientist,0,2,1.0,Mumbai,Data Scientist,15-20 LPA,8,Fresher
NSE.IT Ltd,"Mumbai, Pune",Postgraduate,"IT Skills, Python, Testing, Cloud, Big Data, AWS, Tableau, Computer vision",full-time,1989899.0,7-8,Principal Data Scientist,7,8,7.5,Mumbai,Data Scientist,15-20 LPA,8,Senior
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bengaluru,Undergraduate,"machine learning, Python, tensorflow, Artificial Intelligence, Natural Language Processing, Neural Networks",Not Specified,,1-2,Data Scientist/Machine Learning Specialist,1,2,1.5,Bengaluru,Data Scientist,,6,Junior
Corner Tree Consulting,"Mumbai, Pune, Chennai, Bengaluru, Delhi NCR",Postgraduate,"Python, R, Statistical Analysis, Data Analytics, CICD, Net Core, Machine learning, DevOps",contract,1573184.0,3-5,Data Scientist - Python/Machine Learning,3,5,4.0,Mumbai,Data Scientist,15-20 LPA,8,Mid-Level
Confidential,Bengaluru,Postgraduate,"data management, Cluster analysis, PyTorch, Mining, analytical, R, Theano, Logistic Regression",contract,1147595.0,6-7,Lead Data Scientist - Deep Learning/machine Learning,6,7,6.5,Bengaluru,Data Scientist,10-15 LPA,8,Senior
Hucon Solutions,"Pune, Bengaluru",Undergraduate,"machine learning, predictive modelling, IT Skills, Bayesian, Decision Trees, Clustering, Statistics, Random Forest",full-time,,1-2,Data Scientist,1,2,1.5,Pune,Data Scientist,,8,Junior
Uniqon Consulting Private Limited,Hyderabad,Postgraduate,"data science, statistical modeling, problem solving, IT Skills, Strategic Thinking",full-time,1386625.0,6-8,Data Scientist,6,8,7.0,Hyderabad,Data Scientist,10-15 LPA,5,Senior
Orbit Techsol (W) Pvt Ltd,Delhi NCR,Postgraduate,"Spark, Apache Kafka, Hive, Python, Pig, Impala, Scala, data analysis",contract,1678793.0,6-8,Data Scientist,6,8,7.0,Delhi NCR,Data Scientist,15-20 LPA,8,Senior
Abzooba India Infotech Private Limited,"Kolkata, Pune",Undergraduate,"deep learning, python, machine learning, written communication, verbal, Pyspark, IT Skills, time series analysis",full-time,2201310.0,2-4,Data Scientist | Product based MNC | Pune/ Kolkata,2,4,3.0,Kolkata,Data Scientist,>20 LPA,8,Junior
Teqforce Solutions Pvt Ltd,Pune,Undergraduate,"nlp, pyspark, machine learning, IT Skills, Data Science, Cloud, AWS, Azure",contract,2086063.0,6-8,Data Scientist,6,8,7.0,Pune,Data Scientist,>20 LPA,8,Senior
Darshan Soft-Tech Pvt. Ltd,"Hyderabad, Vadodara",Postgraduate,"data science, IT Skills, Machine Learning, Quantitative Analysis, data analysis, data mining, predictive modeling, statistical modeling",contract,680527.0,5-6,Data Scientist,5,6,5.5,Hyderabad,Data Scientist,5-10 LPA,8,Senior
PRAYOSHA FOOD SERVICES PRIVATE LIMITED,Ahmedabad,Postgraduate,"Deep Learning, data analysis, Machine Learning, artificial intelligence, data science, Computer Vision, MongoDB, MySQL",full-time,2201588.0,7-8,Data Scientist | Petpooja (SAAS) | Ahmedabad,7,8,7.5,Ahmedabad,Data Scientist,>20 LPA,8,Senior
S P A Enterprise Info Services (India) Private Lim,Remote,Postgraduate,"python, R Program, Data Visualization, data analysis, analytical, R, RDBMS, data mining",full-time,1533377.0,1-3,Data Scientist,1,3,2.0,Remote,Data Scientist,15-20 LPA,8,Junior
Teqforce Solutions Pvt Ltd,Remote,Postgraduate,"Machine Learning, IT Skills, Data Science, Cloud, AWS, Azure, NLP, PySpark",contract,1239805.0,3-4,Data Scientist,3,4,3.5,Remote,Data Scientist,10-15 LPA,8,Mid-Level
Virtue Analytics,Lucknow,Postgraduate,"data analytics, Data Science, R, Data Scientist, predictive modeling, Data Management, Data Modeling, Machine Learning",full-time,677446.0,2-6,Data Scientist,2,6,4.0,Lucknow,Data Scientist,5-10 LPA,8,Mid-Level
Virtue Analytics,Lucknow,Postgraduate,"Data Scientist, data management, modeling, data analytics, Project Management, problem-solving, communication skills",contract,1889464.0,7-8,Virtue Analytics - Data Scientist,7,8,7.5,Lucknow,Data Scientist,15-20 LPA,7,Senior
Virtue Analytics,Lucknow,Postgraduate,"data analytics, Data Science, Data Management, Data Modeling, Machine Learning, Analytics",full-time,1587158.0,4-6,Data Scientist,4,6,5.0,Lucknow,Data Scientist,15-20 LPA,6,Mid-Level
