company,location,education,skills_description,job_type,salary,job_experience,job_role
ALOIS TECHNOLOGIES LLP,"Pune, Bengaluru",Postgraduate,"computer vision, Machine Learning, Deep Learning, PowerPoint, VoTT, Git, CUDA, Keras",contract,660778.0,4-6,Data Scientist
Jobs Territory,"Bengaluru, Delhi NCR, Mumbai",Postgraduate,"Data Science, Data Analysis, NLP, Neural Networks, Data Mining, Machine Learning, AWS, Deep Learning",full-time,2229413.0,2-5,Data Scientist - Internet Jobs - II
Randstad India Private Limited,Bengaluru,Postgraduate,"Data science, Tableau, Python, SQL, Data scientist, Data Visualization",contract,529419.0,4-6,Data Scientist
TAMCHERRY TECHNOLOGIES PRIVATE LIMITED,"Kochi, Bengaluru",Not Specified,"Big Data, Machine Learning, Python, IT Skills, Data Science, Cloud, AWS, Azure",contract,459144.0,0-7,Data Scientist
Aurigo Software Technologies Pvt Ltd,Bengaluru,Postgraduate,"Data Science, Natural Language Processing, Big Data, Python, IT Skills, Cassandra, Kafka, MongoDB",full-time,2275633.0,0-2,Data Scientist
Aidetic Software Pvt Ltd,Bengaluru,Undergraduate,"Data Science, Python, Opencv, Scipy, NLTK, Numpy, Tensorflow, Pytorch",full-time,1051629.0,2-5,Data Scientist
TEOCO Software,Bengaluru,Undergraduate,"R, Alteryx, Statistics, SQL, Python",contract,2305402.0,3-5,Jr. Data Scientist
TrueView HR Consulting Pvt. Ltd,"Pune, Bengaluru",Undergraduate,"Data Science, IT Skills, Python, Testing, Machine Learning, Cloud, AWS, Tableau",full-time,801152.0,1-2,Senior Data Scientist
Spencer N Hills Consulting Pvt Ltd,Bengaluru,Undergraduate,"advanced analytics, data science, machine learning, Python",full-time,871686.0,0-5,Senior Data Scientist - Global Product Organisation.
2Coms,"Bengaluru, Bangalore North",Postgraduate,"Tensorflow, Python, Caffe, MxNET, Keras, written communication, PyTorch, Agile",contract,,5-7,Data Scientist
TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"Kolkata, Hyderabad, Pune, Chennai, Bengaluru, Delhi NCR",Not Specified,"Azure Machine Learning, Pandas, KNN, Regression, Azure ML, Matplotlib, Data science, Machine Learning",full-time,,2-4,Data Scientist
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bengaluru,Undergraduate,"Data Scientist, Machine Learning, Python",contract,,0-5,Data Scientist
Encora,Bengaluru,Undergraduate,"Python, Neural Networks, Regression Analysis, Pytorch, R, Scikit, Bayesian Networks, K - means",contract,2343481.0,0-3,Data Scientist
TALENT500 TECH (INDIA) PRIVATE LIMITED,Bengaluru,Postgraduate,Machine Learning,contract,1532847.0,1-6,Data Scientist | Zipcar
Contactx India,Bengaluru,Postgraduate,"AWS, Lambda, Cloud formation, ETL, R Programming, Python, API Gateway, Azure DevOps",contract,,5-7,Data Scientist
IBM,Bengaluru,Not Specified,"Computer science, Enterprise applications, Open source, Analytics, SQL, Computer languages, Simulation, Debugging",contract,961472.0,0-4,Data Scientist: Artificial Intelligence
IBM,Bengaluru,Postgraduate,"Unix, VMware, Networking, Virtualization, SQL, IT Skills, Python, Machine Learning",contract,940347.0,1-3,Data Scientist
NSE.IT Ltd,Mumbai,Undergraduate,"CNN, deep AI, Python, keras, tensorflow, machine learning, LSTM, NLP",full-time,1612221.0,0-2,Data Scientist
NSE.IT Ltd,"Mumbai, Pune",Postgraduate,"IT Skills, Python, Testing, Cloud, Big Data, AWS, Tableau, Computer vision",full-time,1989899.0,7-8,Principal Data Scientist
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bengaluru,Undergraduate,"machine learning, Python, tensorflow, Artificial Intelligence, Natural Language Processing, Neural Networks",Not Specified,,1-2,Data Scientist/Machine Learning Specialist
Corner Tree Consulting,"Mumbai, Pune, Chennai, Bengaluru, Delhi NCR",Postgraduate,"Python, R, Statistical Analysis, Data Analytics, CICD, Net Core, Machine learning, DevOps",contract,1573184.0,3-5,Data Scientist - Python/Machine Learning
Confidential,Bengaluru,Postgraduate,"data management, Cluster analysis, PyTorch, Mining, analytical, R, Theano, Logistic Regression",contract,1147595.0,6-7,Lead Data Scientist - Deep Learning/machine Learning
Hucon Solutions,"Pune, Bengaluru",Undergraduate,"machine learning, predictive modelling, IT Skills, Bayesian, Decision Trees, Clustering, Statistics, Random Forest",full-time,,1-2,Data Scientist
Uniqon Consulting Private Limited,Hyderabad,Postgraduate,"data science, statistical modeling, problem solving, IT Skills, Strategic Thinking",full-time,1386625.0,6-8,Data Scientist
Orbit Techsol (W) Pvt Ltd,Delhi NCR,Postgraduate,"Spark, Apache Kafka, Hive, Python, Pig, Impala, Scala, data analysis",contract,1678793.0,6-8,Data Scientist
Abzooba India Infotech Private Limited,"Kolkata, Pune",Undergraduate,"deep learning, python, machine learning, written communication, verbal, Pyspark, IT Skills, time series analysis",full-time,2201310.0,2-4,Data Scientist | Product based MNC | Pune/ Kolkata
Teqforce Solutions Pvt Ltd,Pune,Undergraduate,"nlp, pyspark, machine learning, IT Skills, Data Science, Cloud, AWS, Azure",contract,2086063.0,6-8,Data Scientist
Darshan Soft-Tech Pvt. Ltd,"Hyderabad, Vadodara",Postgraduate,"data science, IT Skills, Machine Learning, Quantitative Analysis, data analysis, data mining, predictive modeling, statistical modeling",contract,680527.0,5-6,Data Scientist
PRAYOSHA FOOD SERVICES PRIVATE LIMITED,Ahmedabad,Postgraduate,"Deep Learning, data analysis, Machine Learning, artificial intelligence, data science, Computer Vision, MongoDB, MySQL",full-time,2201588.0,7-8,Data Scientist | Petpooja (SAAS) | Ahmedabad
S P A Enterprise Info Services (India) Private Lim,Remote,Postgraduate,"python, R Program, Data Visualization, data analysis, analytical, R, RDBMS, data mining",full-time,1533377.0,1-3,Data Scientist
Teqforce Solutions Pvt Ltd,Remote,Postgraduate,"Machine Learning, IT Skills, Data Science, Cloud, AWS, Azure, NLP, PySpark",contract,1239805.0,3-4,Data Scientist
Virtue Analytics,Lucknow,Postgraduate,"data analytics, Data Science, R, Data Scientist, predictive modeling, Data Management, Data Modeling, Machine Learning",full-time,677446.0,2-6,Data Scientist
Virtue Analytics,Lucknow,Postgraduate,"Data Scientist, data management, modeling, data analytics, Project Management, problem-solving, communication skills",contract,1889464.0,7-8,Virtue Analytics - Data Scientist
Virtue Analytics,Lucknow,Postgraduate,"data analytics, Data Science, Data Management, Data Modeling, Machine Learning, Analytics",full-time,1587158.0,4-6,Data Scientist
Foxberry Technologies Pvt. Ltd.,Pune,Undergraduate,Data scientist,contract,658017.0,2-6,Data Scientist
UNBXD Software Pvt Ltd,"Mumbai, Daman & Diu",Postgraduate,"Product management, Logistic regression, data science, Analytical, Machine learning, Agile, MongoDB, Customer engagement",full-time,1174535.0,6-7,Data scientists
Coditas Technologies Pvt Ltd,Pune,Not Specified,"IT Skills, Python, Data Science, Cloud, Big Data, AWS, Tableau, Backend",full-time,2457403.0,7-8,Data Scientist
Pasona,Delhi,Postgraduate,"IT Skills, Java, Python, Software Development, Testing, Machine Learning, Javascript, Text mining",full-time,891506.0,0-4,Data Scientist
AXA Technology Services India Pvt. Ltd,Bengaluru,Postgraduate,"Process optimization, Data management, Data modeling, Project management, Analytical, Build management, Risk management, Release management",full-time,1952154.0,5-7,Associate Scientist - Semantic & Data Modeling
Peoplefy Infosolutions Pvt. Ltd.,Pune,Undergraduate,"Data Science, Artificial Intelligence, Machine Learning, Python, IT Skills, Use Cases",full-time,2171432.0,5-7,Urgent Opening For Senior Data Scientist Role
AXA Technology Services India Pvt. Ltd,Gurugram,Undergraduate,"Automation, Analytical, Machine learning, Assistant Vice President Operations, Warehouse design, SQL development, Data warehousing, Python",full-time,1960807.0,7-8,Associate Scientist - Data Engineering
2Coms,"Hyderabad, Hyderabad",Undergraduate,"IT Skills, Java, Python, Machine Learning, Javascript, Data Scientist",contract,1385906.0,7-8,Data Scientist (freelance)
Green Agrevolution Pvt. Ltd. (DeHaat),"Gurugram, Bengaluru",Undergraduate,"image processing, python, machine learning, Deep Learning",full-time,430496.0,7-8,Data Scientist
SAP India Pvt.Ltd,Bengaluru,Undergraduate,"Python, Procurement, Computer science, Software design, SAP, Coding, Agile, Data mining",contract,1316958.0,5-6,AI Scientist - SAP Procurement Data Science Team
GENINVO TECHNOLOGIES PRIVATE LIMITED,"Chandigarh, Delhi NCR",Undergraduate,"python, Natural Language Processing, machine learning, IT Skills, Java, J2EE, Software Development, Testing",full-time,2443443.0,5-6,Data Scientist
eNFLUENCE IT Services Pvt. Ltd.,"Hyderabad, Chennai",Postgraduate,"SAS model development, Python, IT Skills, Python skills, SAS model",full-time,1706637.0,6-7,Data Scientist
eNFLUENCE IT Services Pvt. Ltd.,"Hyderabad, Chennai",Not Specified,"Azure, IT Skills, building DS solutions, Microsoft",contract,399636.0,3-4,Data Scientist
Accenture,Bengaluru,Not Specified,"EDC, Consulting, Clinical research, Life sciences, Pharmacovigilance, Data validation, Project initiation, Clinical trials",full-time,2456296.0,2-7,Clinical Data Programming Scientist
Ankit Bhatnagar Consultant,Pune,Undergraduate,"excel, 524, power bi, sql",contract,481643.0,7-8,data scientist
Capgemini,Gurugram,Undergraduate,"python, C++, r, machine learning, programming, analytical, C, analytics",full-time,1582949.0,1-6,Data Scientist
Vodafone India Services Pvt.Ltd,"Pune, Bengaluru",Postgraduate,"deep learning, python, data science, SAS, analytical, R, PySpark, Hive",full-time,1576635.0,3-6,Hiring For Data Science /Scientist
Huquo Consulting Pvt. Ltd,Gurugram,Postgraduate,"SAS, Predictive Modeling, Data Science, NLP, Data Scientist, Statistical Modeling, Data Analytics, Machine Learning",contract,2311386.0,5-7,Manager - Data Scientist - Analytics
TalentCo Search Pvt Ltd,Mumbai,Undergraduate,"MySQL, Power BI, Tableau, Machine Learning, Statistics, Analytics, SQL, Data Science",full-time,2318842.0,5-6,Data Scientist - Financial Services
Okda Solutions,Hyderabad,Postgraduate,"NoSQL, SQL Server, LSTM, LDA, Cassandra, Semantic Hashing, MongoDB, HTML Canvas",full-time,1298058.0,1-7,Data Scientist - Artificial Intelligence/Machine Learning
Master Mind Consultancy,Noida,Undergraduate,"Python, Java, C/C++, R, Statistical analysis, Big Data, Data Visualization, Machine Learning",full-time,2014725.0,1-2,Data Scientist
Jobs Territory,"Bengaluru, Delhi NCR, Mumbai",Undergraduate,"data science, Computer science, Machine learning, Natural language processing, Data mining, Business solutions, MATLAB, Analytics",full-time,2344172.0,3-4,Data Scientist
Sriiom Human Resource Solutions LLP,Bengaluru,Undergraduate,"Data Services, Automation, Prototype, Analytical, Formulation, Business Process, Operations Research, Consulting",full-time,736137.0,4-5,Data Scientist
Applied Materials,Bengaluru,Not Specified,"Unix, semiconductor, JMP, analyzing data, statistical analysis, Multivariate Analysis, Statistical Programming, Statistics",full-time,766947.0,4-5,Data Scientist
The millionvisions,Bengaluru,Postgraduate,"Data Structures And Algorithm Design, SQL Database, Python, Tensor flow, Open CV, IT Skills, Springboot Java, Angular JS",full-time,1312357.0,0-7,Intern - Data Scientist/Programmer
AXA Technology Services India Pvt. Ltd,Gurugram,Postgraduate,"Automation, data science, Information security, Finance, Machine learning, Open source, Virtualization, SQL",contract,2425009.0,1-2,Scientist- Data Engineering
Knowledge Foundry,"Pune, Bengaluru",Undergraduate,"Data Science, Machine Learning, Python",full-time,750517.0,7-8,Data Scientist
KWALEE INDIA PRIVATE LIMITED,Bengaluru,Not Specified,"Predictive Modeling, Hypothesis Testing, SEO, ASO, Philosophy, Python, SQL",contract,1443871.0,5-6,Data Scientist (Organic Growth)
TALENT500 TECH (INDIA) PRIVATE LIMITED,Remote,Postgraduate,"Data Science, SQL",Not Specified,,1-3,Data Scientist - SQL Queries | Talent500
TeamPlus Staffing Solution Pvt Ltd,Bengaluru,Undergraduate,"Logistic regression, Basic, Machine learning, SQL, Python",full-time,1057554.0,0-2,Data Scientist- python/SQL
AXA Technology Services India Pvt. Ltd,Gurugram,Postgraduate,"data science, Underwriting, Finance, Machine learning, Agile, Manager Technology, Actuarial, Natural language processing",Not Specified,1658160.0,5-7,Associate Scientist- Data Science
Boston Consulting Group,"Mumbai, Delhi, Chennai, Bengaluru",Undergraduate,"Computer science, advanced analytics, SDS, data science, Artificial Intelligence, Project management, Machine learning, Management consulting",full-time,646860.0,4-5,DBCG IND - GAMMA Senior Data Scientist
Paytm,"Noida, Bengaluru",Undergraduate,"Data Science, Business Intelligence, R, Data Scientist, C + +, Hadoop, Data Mining, Data Visualization",full-time,650029.0,2-3,Data Science - Senior Data Scientist
Walmart,Bengaluru,Postgraduate,"IT Skills, Python, Software Development, Testing, Data Science, Machine Learning, Cloud, Product management",contract,1179828.0,6-7,Senior Data Scientist (IN4)
Walmart,Bengaluru,Not Specified,"IT Skills, Python, Data Science, Machine Learning, Big Data, Supply chain, Data analysis, Web analytics",contract,316535.0,6-7,Senior Data Scientist
Kimberly-Clark Lever Limited,Bengaluru,Not Specified,"Data analysis, SAP, SAS, Data modeling, RDBMS, Coding, Javascript, Agile",contract,701319.0,5-6,Sr. Data Scientist
Kimberly-Clark Lever Limited,Bengaluru,Postgraduate,"Procurement, Supply chain, C++, Data analysis, Networking, Data management, Data modeling, MySQL",contract,484386.0,2-4,Sr. Data Scientist
Flipkart,Bengaluru,Postgraduate,"deep learning, Statistical analysis, data science, Machine learning, Product planning, Predictive modeling, Research, Forecasting",Not Specified,762529.0,1-2,Senior Data Scientist
Uber,Bengaluru,Postgraduate,"Computer science, Interpersonal skills, Project management, Technical Lead, Actuarial, data visualization, Bioinformatics, Analytics",full-time,,7-8,Sr Data Scientist
Walmart,Bengaluru,Postgraduate,"Unix, Supply chain, Linux, Machine learning, SCALA, Agile, Data mining, Forecasting",contract,1519794.0,6-8,Senior Data Scientist
Ericsson Global Services,Bengaluru,Undergraduate,"Open Source, Algorithms, Data Scientist, Neural Networks, Keras, Solid Programming, Machine Learning, Python",contract,1692159.0,0-5,Senior Data Scientist
Walmart,Bengaluru,Undergraduate,"Procurement, Computer science, Cloud computing, Data analysis, data science, Db2, Coding, Agile",full-time,1276744.0,1-7,Senior Data Scientist
Ericsson Global Services,Bengaluru,Undergraduate,"Bidding, Google Analytics, Data management, Social networking, Google AdWords, PHP, HTML, HTTP",contract,2499352.0,6-7,Senior Data Scientist
Flipkart,Bengaluru,Undergraduate,"data science, E-commerce, Statistics",contract,498021.0,0-6,Senior Data Scientist Grade12
Delhivery,Bengaluru,Postgraduate,"Operations research, Excel, Machine learning, Vice President, Mathematics, Management, Business intelligence, Operations",contract,528533.0,6-7,Senior Data Scientist I
Swiggy,Bengaluru,Postgraduate,"Product management, Publishing, Simulation, Machine learning, SCALA, Open source, SQL, Python",full-time,864602.0,6-7,Senior Staff Data Scientist
Uber,Bengaluru,Postgraduate,"Microstrategy, Computer science, Mobile technology, Web analytics, Data modeling, Social media, Javascript, Data mining",contract,1556312.0,1-2,Sr. Product Data Scientist
AT and T Global Business Services India P. Ltd.,Bengaluru,Postgraduate,"Computer science, Mobile technology, Network design, Data modeling, MySQL, Consulting, Machine learning, Data mining",full-time,2046569.0,4-5,Senior - Data Scientist
